"state","statename","place","placename"
"08","Colorado","64870","Rock Creek Park CDP"
"08","Colorado","64970","Rockvale town"
"08","Colorado","65190","Rocky Ford city"
"08","Colorado","65685","Rollinsville CDP"
"08","Colorado","65740","Romeo town"
"08","Colorado","66197","Roxborough Park CDP"
"08","Colorado","66895","Rye town"
"08","Colorado","66995","Saddle Ridge CDP"
"08","Colorado","67005","Saguache town"
"08","Colorado","67040","St. Ann Highlands CDP"
"08","Colorado","67142","St. Mary's CDP"
"08","Colorado","67280","Salida city"
"08","Colorado","67445","Salt Creek CDP"
"08","Colorado","67500","San Acacio CDP"
"08","Colorado","67830","Sanford town"
"08","Colorado","68105","San Luis town"
"08","Colorado","68655","Sawpit town"
"08","Colorado","68847","Security-Widefield CDP"
"08","Colorado","68875","Sedalia CDP"
"08","Colorado","68930","Sedgwick town"
"08","Colorado","68985","Segundo CDP"
"08","Colorado","69040","Seibert town"
"08","Colorado","69110","Seven Hills CDP"
"08","Colorado","69150","Severance town"
"08","Colorado","69480","Shaw Heights CDP"
"08","Colorado","69645","Sheridan city"
"08","Colorado","69700","Sheridan Lake town"
"08","Colorado","69810","Sherrelwood CDP"
"08","Colorado","70195","Silt town"
"08","Colorado","70250","Silver Cliff town"
"08","Colorado","70360","Silver Plume town"
"08","Colorado","70525","Silverthorne town"
"08","Colorado","70580","Silverton town"
"08","Colorado","70635","Simla town"
"08","Colorado","71625","Smeltertown CDP"
"08","Colorado","71755","Snowmass Village town"
"08","Colorado","71790","Snyder CDP"
"08","Colorado","72320","Southern Ute CDP"
"08","Colorado","72395","South Fork town"
"08","Colorado","73330","Springfield town"
"08","Colorado","73715","Starkville town"
"08","Colorado","73825","Steamboat Springs city"
"08","Colorado","73935","Sterling city"
"08","Colorado","74080","Stonegate CDP"
"08","Colorado","74275","Stonewall Gap CDP"
"08","Colorado","74375","Strasburg CDP"
"08","Colorado","74430","Stratmoor CDP"
"08","Colorado","74485","Stratton town"
"08","Colorado","74815","Sugar City town"
"08","Colorado","74980","Sugarloaf CDP"
"08","Colorado","75585","Sunshine CDP"
"08","Colorado","75640","Superior town"
"08","Colorado","75970","Swink town"
"08","Colorado","76190","Tabernash CDP"
"08","Colorado","76325","Tall Timber CDP"
"08","Colorado","76795","Telluride town"
"08","Colorado","77235","The Pinery CDP"
"08","Colorado","77290","Thornton city"
"08","Colorado","77510","Timnath town"
"08","Colorado","77757","Todd Creek CDP"
"08","Colorado","78280","Towaoc CDP"
"08","Colorado","78335","Towner CDP"
"08","Colorado","78345","Trail Side CDP"
"08","Colorado","78610","Trinidad city"
"08","Colorado","79100","Twin Lakes CDP"
"08","Colorado","79105","Twin Lakes CDP"
"08","Colorado","79270","Two Buttes town"
"08","Colorado","79785","Upper Bear Creek CDP"
"08","Colorado","80040","Vail town"
"08","Colorado","80095","Valdez CDP"
"08","Colorado","80370","Valmont CDP"
"08","Colorado","80755","Vernon CDP"
"08","Colorado","80865","Victor city"
"08","Colorado","81030","Vilas town"
"08","Colorado","81305","Vineland CDP"
"08","Colorado","81690","Vona town"
"08","Colorado","82130","Walden town"
"08","Colorado","82350","Walsenburg city"
"08","Colorado","82460","Walsh town"
"08","Colorado","82735","Ward town"
"08","Colorado","82905","Watkins CDP"
"08","Colorado","83120","Welby CDP"
"08","Colorado","83175","Weldona CDP"
"08","Colorado","83230","Wellington town"
"08","Colorado","83450","Westcliffe town"
"08","Colorado","83500","Westcreek CDP"
"08","Colorado","83835","Westminster city"
"08","Colorado","84000","Weston CDP"
"08","Colorado","84042","West Pleasant View CDP"
"08","Colorado","84440","Wheat Ridge city"
"08","Colorado","84770","Wiggins town"
"08","Colorado","85045","Wiley town"
"08","Colorado","85155","Williamsburg town"
"08","Colorado","85485","Windsor town"
"08","Colorado","85705","Winter Park town"
"08","Colorado","85760","Wolcott CDP"
"08","Colorado","86090","Woodland Park city"
"08","Colorado","86117","Woodmoor CDP"
"08","Colorado","86200","Woody Creek CDP"
"08","Colorado","86310","Wray city"
"08","Colorado","86475","Yampa town"
"08","Colorado","86750","Yuma city"
"09","Connecticut","01150","Ansonia city"
"09","Connecticut","02550","Baltic CDP"
"09","Connecticut","02690","Bantam borough"
"09","Connecticut","04790","Bethel CDP"
"09","Connecticut","04945","Bethlehem Village CDP"
"09","Connecticut","06050","Blue Hills CDP"
"09","Connecticut","07345","Branford Center CDP"
"09","Connecticut","08000","Bridgeport city"
"09","Connecticut","08420","Bristol city"
"09","Connecticut","08770","Broad Brook CDP"
"09","Connecticut","09120","Brooklyn CDP"
"09","Connecticut","10660","Byram CDP"
"09","Connecticut","10870","Canaan CDP"
"09","Connecticut","11990","Cannondale CDP"
"09","Connecticut","12370","Canton Valley CDP"
"09","Connecticut","14200","Cheshire Village CDP"
"09","Connecticut","14370","Chester Center CDP"
"09","Connecticut","15420","Clinton CDP"
"09","Connecticut","15840","Colchester CDP"
"09","Connecticut","16120","Collinsville CDP"
"09","Connecticut","16960","Conning Towers Nautilus Park CDP"
"09","Connecticut","17520","Cos Cob CDP"
"09","Connecticut","17835","Coventry Lake CDP"
"09","Connecticut","18220","Crystal Lake CDP"
"09","Connecticut","18430","Danbury city"
"09","Connecticut","18780","Danielson borough"
"09","Connecticut","18920","Darien CDP"
"09","Connecticut","19200","Deep River Center CDP"
"09","Connecticut","19480","Derby city"
"09","Connecticut","20740","Durham CDP"
"09","Connecticut","21160","East Brooklyn CDP"
"09","Connecticut","22420","East Hampton CDP"
"09","Connecticut","22700","East Hartford CDP"
"09","Connecticut","22980","East Haven CDP"
"09","Connecticut","26370","Essex Village CDP"
"09","Connecticut","27390","Falls Village CDP"
"09","Connecticut","27810","Fenwick borough"
"09","Connecticut","30190","Gales Ferry CDP"
"09","Connecticut","30540","Georgetown CDP"
"09","Connecticut","31270","Glastonbury Center CDP"
"09","Connecticut","31520","Glenville CDP"
"09","Connecticut","33690","Greenwich CDP"
"09","Connecticut","34180","Groton city"
"09","Connecticut","34460","Groton Long Point borough"
"09","Connecticut","35020","Guilford Center CDP"
"09","Connecticut","37000","Hartford city"
"09","Connecticut","37770","Hazardville CDP"
"09","Connecticut","37930","Heritage Village CDP"
"09","Connecticut","38050","Higganum CDP"
"09","Connecticut","39940","Jewett City borough"
"09","Connecticut","40150","Kensington CDP"
"09","Connecticut","41410","Lake Pocotopaug CDP"
"09","Connecticut","41830","Lakeville CDP"
"09","Connecticut","43300","Litchfield borough"
"09","Connecticut","43790","Long Hill CDP"
"09","Connecticut","44630","Madison Center CDP"
"09","Connecticut","44690","Manchester CDP"
"09","Connecticut","45120","Mansfield Center CDP"
"09","Connecticut","45595","Mashantucket CDP"
"09","Connecticut","46450","Meriden city"
"09","Connecticut","47290","Middletown city"
"09","Connecticut","47515","Milford city (balance)"
"09","Connecticut","49110","Moodus CDP"
"09","Connecticut","49180","Moosup CDP"
"09","Connecticut","49810","Mystic CDP"
"09","Connecticut","49880","Naugatuck borough"
"09","Connecticut","50370","New Britain city"
"09","Connecticut","51420","New Hartford Center CDP"
"09","Connecticut","52000","New Haven city"
"09","Connecticut","52210","Newington CDP"
"09","Connecticut","52280","New London city"
"09","Connecticut","52560","New Milford CDP"
"09","Connecticut","52770","New Preston CDP"
"09","Connecticut","52910","Newtown borough"
"09","Connecticut","53120","Niantic CDP"
"09","Connecticut","53260","Noank CDP"
"09","Connecticut","53400","Norfolk CDP"
"09","Connecticut","54660","North Granby CDP"
"09","Connecticut","54730","North Grosvenor Dale CDP"
"09","Connecticut","54940","North Haven CDP"
"09","Connecticut","55725","Northwest Harwinton CDP"
"09","Connecticut","55990","Norwalk city"
"09","Connecticut","56200","Norwich city"
"09","Connecticut","56690","Oakville CDP"
"09","Connecticut","56900","Old Greenwich CDP"
"09","Connecticut","57180","Old Mystic CDP"
"09","Connecticut","57390","Old Saybrook Center CDP"
"09","Connecticut","57670","Orange CDP"
"09","Connecticut","58520","Oxoboxo River CDP"
"09","Connecticut","59140","Pawcatuck CDP"
"09","Connecticut","59210","Pemberwick CDP"
"09","Connecticut","60090","Plainfield Village CDP"
"09","Connecticut","61730","Poquonock Bridge CDP"
"09","Connecticut","61870","Portland CDP"
"09","Connecticut","62640","Putnam CDP"
"09","Connecticut","63270","Quinebaug CDP"
"09","Connecticut","63900","Ridgefield CDP"
"09","Connecticut","64530","Riverside CDP"
"09","Connecticut","65230","Rockville CDP"
"09","Connecticut","66455","Salmon Brook CDP"
"09","Connecticut","67050","Saybrook Manor CDP"
"09","Connecticut","67890","Sharon CDP"
"09","Connecticut","68100","Shelton city"
"09","Connecticut","68450","Sherwood Manor CDP"
"09","Connecticut","69010","Simsbury Center CDP"
"09","Connecticut","69150","Somers CDP"
"09","Connecticut","69990","South Coventry CDP"
"09","Connecticut","71040","Southport CDP"
"09","Connecticut","71250","South Windham CDP"
"09","Connecticut","71460","Southwood Acres CDP"
"09","Connecticut","71530","South Woodstock CDP"
"09","Connecticut","72300","Stafford Springs CDP"
"09","Connecticut","73000","Stamford city"
"09","Connecticut","73700","Stonington borough"
"09","Connecticut","73980","Storrs CDP"
"09","Connecticut","74260","Stratford CDP"
"09","Connecticut","74655","Suffield Depot CDP"
"09","Connecticut","75100","Tariffville CDP"
"09","Connecticut","75200","Terramuggus CDP"
"09","Connecticut","75240","Terryville CDP"
"09","Connecticut","75660","Thomaston CDP"
"09","Connecticut","75940","Thompsonville CDP"
"09","Connecticut","76500","Torrington city"
"09","Connecticut","77270","Trumbull CDP"
"09","Connecticut","78880","Wallingford Center CDP"
"09","Connecticut","80000","Waterbury city"
"09","Connecticut","80210","Waterford CDP"
"09","Connecticut","80420","Watertown CDP"
"09","Connecticut","80630","Wauregan CDP"
"09","Connecticut","80770","Weatogue CDP"
"09","Connecticut","81750","Westbrook Center CDP"
"09","Connecticut","82660","West Hartford CDP"
"09","Connecticut","82800","West Haven city"
"09","Connecticut","83570","Westport CDP"
"09","Connecticut","83990","West Simsbury CDP"
"09","Connecticut","84970","Wethersfield CDP"
"09","Connecticut","85810","Willimantic CDP"
"09","Connecticut","86380","Wilton Center CDP"
"09","Connecticut","87140","Windsor Locks CDP"
"09","Connecticut","87350","Winsted CDP"
"09","Connecticut","87980","Woodbury Center CDP"
"09","Connecticut","88050","Woodmont borough"
"10","Delaware","01400","Arden village"
"10","Delaware","01530","Ardencroft village"
"10","Delaware","01660","Ardentown village"
"10","Delaware","04130","Bear CDP"
"10","Delaware","04650","Bellefonte town"
"10","Delaware","05690","Bethany Beach town"
"10","Delaware","05820","Bethel town"
"10","Delaware","06730","Blades town"
"10","Delaware","07250","Bowers town"
"10","Delaware","08680","Bridgeville town"
"10","Delaware","09850","Brookside CDP"
"10","Delaware","10760","Camden town"
"10","Delaware","14660","Cheswold town"
"10","Delaware","15310","Claymont CDP"
"10","Delaware","15440","Clayton town"
"10","Delaware","18950","Dagsboro town"
"10","Delaware","19730","Delaware City city"
"10","Delaware","20380","Delmar town"
"10","Delaware","20900","Dewey Beach town"
"10","Delaware","21200","Dover city"
"10","Delaware","21387","Dover Base Housing CDP"
"10","Delaware","23240","Edgemoor CDP"
"10","Delaware","24020","Ellendale town"
"10","Delaware","24540","Elsmere town"
"10","Delaware","25840","Farmington town"
"10","Delaware","26620","Felton town"
"10","Delaware","26880","Fenwick Island town"
"10","Delaware","28310","Frankford town"
"10","Delaware","28440","Frederica town"
"10","Delaware","29090","Georgetown town"
"10","Delaware","29350","Glasgow CDP"
"10","Delaware","31430","Greenville CDP"
"10","Delaware","31560","Greenwood town"
"10","Delaware","33120","Harrington city"
"10","Delaware","33250","Hartly town"
"10","Delaware","33900","Henlopen Acres town"
"10","Delaware","34810","Highland Acres CDP"
"10","Delaware","35850","Hockessin CDP"
"10","Delaware","36760","Houston town"
"10","Delaware","38710","Kent Acres CDP"
"10","Delaware","39100","Kenton town"
"10","Delaware","41310","Laurel town"
"10","Delaware","41700","Leipsic town"
"10","Delaware","41830","Lewes city"
"10","Delaware","42870","Little Creek town"
"10","Delaware","43245","Long Neck CDP"
"10","Delaware","44430","Magnolia town"
"10","Delaware","47030","Middletown town"
"10","Delaware","47420","Milford city"
"10","Delaware","47940","Millsboro town"
"10","Delaware","48200","Millville town"
"10","Delaware","48330","Milton town"
"10","Delaware","50670","Newark city"
"10","Delaware","50800","New Castle city"
"10","Delaware","51190","Newport town"
"10","Delaware","52490","North Star CDP"
"10","Delaware","53920","Ocean View town"
"10","Delaware","54050","Odessa town"
"10","Delaware","56490","Pike Creek CDP"
"10","Delaware","56500","Pike Creek Valley CDP"
"10","Delaware","60290","Rehoboth Beach city"
"10","Delaware","61265","Rising Sun-Lebanon CDP"
"10","Delaware","61480","Riverview CDP"
"10","Delaware","61720","Rodney Village CDP"
"10","Delaware","64320","Seaford city"
"10","Delaware","64840","Selbyville town"
"10","Delaware","67050","Slaughter Beach town"
"10","Delaware","67310","Smyrna town"
"10","Delaware","67700","South Bethany town"
"10","Delaware","72510","Townsend town"
"10","Delaware","74330","Viola town"
"10","Delaware","77580","Wilmington city"
"10","Delaware","77840","Wilmington Manor CDP"
"10","Delaware","80830","Woodside town"
"10","Delaware","80895","Woodside East CDP"
"10","Delaware","81350","Wyoming town"
"11","District of Columbia","50000","Washington city"
"12","Florida","00075","Acacia Villas CDP"
"12","Florida","00375","Alachua city"
"12","Florida","00410","Alafaya CDP"
"12","Florida","00625","Alford town"
"12","Florida","00800","Allentown CDP"
"12","Florida","00950","Altamonte Springs city"
"12","Florida","01000","Altha town"
"12","Florida","01050","Altoona CDP"
"12","Florida","01100","Alturas CDP"
"12","Florida","01125","Alva CDP"
"12","Florida","01353","Andrews CDP"
"12","Florida","01475","Anna Maria city"
"12","Florida","01625","Apalachicola city"
"12","Florida","01675","Apollo Beach CDP"
"12","Florida","01700","Apopka city"
"12","Florida","01750","Arcadia city"
"12","Florida","01775","Archer city"
"12","Florida","01875","Aripeka CDP"
"12","Florida","02187","Asbury Lake CDP"
"12","Florida","02250","Astatula town"
"12","Florida","02275","Astor CDP"
"12","Florida","02400","Atlantic Beach city"
"12","Florida","02500","Atlantis city"
"12","Florida","02550","Auburndale city"
"12","Florida","02575","Aucilla CDP"
"12","Florida","02660","Avalon CDP"
"12","Florida","02681","Aventura city"
"12","Florida","02750","Avon Park city"
"12","Florida","02850","Azalea Park CDP"
"12","Florida","02900","Babson Park CDP"
"12","Florida","02925","Bagdad CDP"
"12","Florida","03250","Baldwin town"
"12","Florida","03275","Bal Harbour village"
"12","Florida","03375","Balm CDP"
"12","Florida","03480","Bardmoor CDP"
"12","Florida","03675","Bartow city"
"12","Florida","03725","Bascom town"
"12","Florida","03975","Bay Harbor Islands town"
"12","Florida","04070","Bay Hill CDP"
"12","Florida","04150","Bay Lake city"
"12","Florida","04162","Bayonet Point CDP"
"12","Florida","04200","Bay Pines CDP"
"12","Florida","04250","Bayport CDP"
"12","Florida","04350","Bayshore Gardens CDP"
"12","Florida","04650","Beacon Square CDP"
"12","Florida","04735","Bear Creek CDP"
"12","Florida","04925","Bee Ridge CDP"
"12","Florida","04975","Bell town"
"12","Florida","05025","Bellair-Meadowbrook Terrace CDP"
"12","Florida","05075","Belleair town"
"12","Florida","05100","Belleair Beach city"
"12","Florida","05125","Belleair Bluffs city"
"12","Florida","05150","Belleair Shore town"
"12","Florida","05200","Belle Glade city"
"12","Florida","05300","Belle Isle city"
"12","Florida","05375","Belleview city"
"12","Florida","05462","Bellview CDP"
"12","Florida","05825","Berrydale CDP"
"12","Florida","06100","Beverly Beach town"
"12","Florida","06125","Beverly Hills CDP"
"12","Florida","06350","Big Coppitt Key CDP"
"12","Florida","06425","Big Pine Key CDP"
"12","Florida","06600","Biscayne Park village"
"12","Florida","06625","Bithlo CDP"
"12","Florida","06667","Black Diamond CDP"
"12","Florida","06670","Black Hammock CDP"
"12","Florida","06875","Bloomingdale CDP"
"12","Florida","06925","Blountstown city"
"12","Florida","07300","Boca Raton city"
"12","Florida","07375","Bokeelia CDP"
"12","Florida","07450","Bonifay city"
"12","Florida","07525","Bonita Springs city"
"12","Florida","07687","Boulevard Gardens CDP"
"12","Florida","07775","Bowling Green city"
"12","Florida","07875","Boynton Beach city"
"12","Florida","07950","Bradenton city"
"12","Florida","07975","Bradenton Beach city"
"12","Florida","08125","Bradley Junction CDP"
"12","Florida","08150","Brandon CDP"
"12","Florida","08175","Branford town"
"12","Florida","08300","Brent CDP"
"12","Florida","08450","Brewster CDP"
"12","Florida","08575","Briny Breezes town"
"12","Florida","08600","Bristol city"
"12","Florida","08650","Broadview Park CDP"
"12","Florida","08700","Bronson town"
"12","Florida","08725","Brooker town"
"12","Florida","08762","Brookridge CDP"
"12","Florida","08800","Brooksville city"
"12","Florida","08925","Brownsdale CDP"
"12","Florida","09000","Brownsville CDP"
"12","Florida","09315","Buckhead Ridge CDP"
"12","Florida","09350","Buckingham CDP"
"12","Florida","09415","Buenaventura Lakes CDP"
"12","Florida","09550","Bunnell city"
"12","Florida","09612","Burnt Store Marina CDP"
"12","Florida","09625","Bushnell city"
"12","Florida","09630","Butler Beach CDP"
"12","Florida","09655","Cabana Colony CDP"
"12","Florida","09700","Callahan town"
"12","Florida","09725","Callaway city"
"12","Florida","09875","Campbell CDP"
"12","Florida","09900","Campbellton town"
"12","Florida","10100","Canal Point CDP"
"12","Florida","10250","Cape Canaveral city"
"12","Florida","10275","Cape Coral city"
"12","Florida","10425","Captiva CDP"
"12","Florida","10725","Carrabelle city"
"12","Florida","10825","Carrollwood CDP"
"12","Florida","10975","Caryville town"
"12","Florida","11050","Casselberry city"
"12","Florida","11150","Cedar Grove CDP"
"12","Florida","11225","Cedar Key city"
"12","Florida","11285","Celebration CDP"
"12","Florida","11325","Center Hill city"
"12","Florida","11362","Century town"
"12","Florida","11597","Charleston Park CDP"
"12","Florida","11625","Charlotte Harbor CDP"
"12","Florida","11650","Charlotte Park CDP"
"12","Florida","11800","Chattahoochee city"
"12","Florida","11912","Cheval CDP"
"12","Florida","11925","Chiefland city"
"12","Florida","11975","Chipley city"
"12","Florida","12150","Chokoloskee CDP"
"12","Florida","12250","Christmas CDP"
"12","Florida","12275","Chuluota CDP"
"12","Florida","12300","Chumuckla CDP"
"12","Florida","12325","Cinco Bayou town"
"12","Florida","12412","Citrus Hills CDP"
"12","Florida","12425","Citrus Park CDP"
"12","Florida","12450","Citrus Springs CDP"
"12","Florida","12675","Clarcona CDP"
"12","Florida","12875","Clearwater city"
"12","Florida","12925","Clermont city"
"12","Florida","12950","Cleveland CDP"
"12","Florida","13000","Clewiston city"
"12","Florida","13050","Cloud Lake town"
"12","Florida","13125","Cobbtown CDP"
"12","Florida","13150","Cocoa city"
"12","Florida","13175","Cocoa Beach city"
"12","Florida","13225","Cocoa West CDP"
"12","Florida","13275","Coconut Creek city"
"12","Florida","13400","Coleman city"
"12","Florida","13775","Combee Settlement CDP"
"12","Florida","13965","Connerton CDP"
"12","Florida","14050","Conway CDP"
"12","Florida","14125","Cooper City city"
"12","Florida","14250","Coral Gables city"
"12","Florida","14400","Coral Springs city"
"12","Florida","14412","Coral Terrace CDP"
"12","Florida","14700","Cortez CDP"
"12","Florida","14850","Cottondale town"
"12","Florida","14895","Country Club CDP"
"12","Florida","15055","Country Walk CDP"
"12","Florida","15300","Crawfordville CDP"
"12","Florida","15325","Crescent Beach CDP"
"12","Florida","15375","Crescent City city"
"12","Florida","15475","Crestview city"
"12","Florida","15515","Crooked Lake Park CDP"
"12","Florida","15575","Cross City town"
"12","Florida","15725","Crystal Lake CDP"
"12","Florida","15775","Crystal River city"
"12","Florida","15800","Crystal Springs CDP"
"12","Florida","15862","Cudjoe Key CDP"
"12","Florida","15968","Cutler Bay town"
"12","Florida","16050","Cypress Gardens CDP"
"12","Florida","16062","Cypress Lake CDP"
"12","Florida","16100","Cypress Quarters CDP"
"12","Florida","16125","Dade City city"
"12","Florida","16175","Dade City North CDP"
"12","Florida","16335","Dania Beach city"
"12","Florida","16450","Davenport city"
"12","Florida","16475","Davie town"
"12","Florida","16500","Day CDP"
"12","Florida","16525","Daytona Beach city"
"12","Florida","16550","Daytona Beach Shores city"
"12","Florida","16675","DeBary city"
"12","Florida","16725","Deerfield Beach city"
"12","Florida","16800","De Funiak Springs city"
"12","Florida","16875","DeLand city"
"12","Florida","16937","DeLand Southwest CDP"
"12","Florida","16975","De Leon Springs CDP"
"12","Florida","17100","Delray Beach city"
"12","Florida","17200","Deltona city"
"12","Florida","17300","Desoto Lakes CDP"
"12","Florida","17325","Destin city"
"12","Florida","17450","Dickerson City CDP"
"12","Florida","17710","Dixonville CDP"
"12","Florida","17725","Doctor Phillips CDP"
"12","Florida","17935","Doral city"
"12","Florida","18075","Dover CDP"
"12","Florida","18425","Duck Key CDP"
"12","Florida","18550","Dundee town"
"12","Florida","18575","Dunedin city"
"12","Florida","18675","Dunnellon city"
"12","Florida","18875","Eagle Lake city"
"12","Florida","19025","East Bronson CDP"
"12","Florida","19206","East Lake CDP"
"12","Florida","19212","East Lake-Orient Park CDP"
"12","Florida","19275","East Milton CDP"
"12","Florida","19350","East Palatka CDP"
"12","Florida","19400","Eastpoint CDP"
"12","Florida","19575","East Williston CDP"
"12","Florida","19650","Eatonville town"
"12","Florida","19725","Ebro town"
"12","Florida","19825","Edgewater city"
"12","Florida","19900","Edgewood city"
"12","Florida","20050","Eglin AFB CDP"
"12","Florida","20108","Egypt Lake-Leto CDP"
"12","Florida","20275","Elfers CDP"
"12","Florida","20375","Ellenton CDP"
"12","Florida","20650","El Portal village"
"12","Florida","20825","Englewood CDP"
"12","Florida","20925","Ensley CDP"
"12","Florida","21150","Estero CDP"
"12","Florida","21250","Esto town"
"12","Florida","21350","Eustis city"
"12","Florida","21425","Everglades city"
"12","Florida","21750","Fairview Shores CDP"
"12","Florida","21850","Fanning Springs city"
"12","Florida","21945","Feather Sound CDP"
"12","Florida","22100","Fellsmere city"
"12","Florida","22175","Fernandina Beach city"
"12","Florida","22225","Ferndale CDP"
"12","Florida","22250","Fern Park CDP"
"12","Florida","22275","Ferry Pass CDP"
"12","Florida","22325","Fidelis CDP"
"12","Florida","22375","Fisher Island CDP"
"12","Florida","22387","Fish Hawk CDP"
"12","Florida","22475","Five Points CDP"
"12","Florida","22550","Flagler Beach city"
"12","Florida","22560","Flagler Estates CDP"
"12","Florida","22660","Fleming Island CDP"
"12","Florida","22775","Floral City CDP"
"12","Florida","22975","Florida City city"
"12","Florida","23050","Florida Ridge CDP"
"12","Florida","23125","Floridatown CDP"
"12","Florida","23375","Forest City CDP"
"12","Florida","23730","Fort Denaud CDP"
"12","Florida","23850","Fort Green CDP"
"12","Florida","23875","Fort Green Springs CDP"
"12","Florida","24000","Fort Lauderdale city"
"12","Florida","24100","Fort Meade city"
"12","Florida","24125","Fort Myers city"
"12","Florida","24150","Fort Myers Beach town"
"12","Florida","24175","Fort Myers Shores CDP"
"12","Florida","24300","Fort Pierce city"
"12","Florida","24337","Fort Pierce North CDP"
"12","Florida","24387","Fort Pierce South CDP"
"12","Florida","24475","Fort Walton Beach city"
"12","Florida","24500","Fort White town"
"12","Florida","24562","Fountainebleau CDP"
"12","Florida","24581","Four Corners CDP"
"12","Florida","24710","Franklin Park CDP"
"12","Florida","24825","Freeport city"
"12","Florida","24900","Frostproof city"
"12","Florida","24925","Fruit Cove CDP"
"12","Florida","24975","Fruitland Park city"
"12","Florida","25000","Fruitville CDP"
"12","Florida","25025","Fuller Heights CDP"
"12","Florida","25125","Fussels Corner CDP"
"12","Florida","25175","Gainesville city"
"12","Florida","25392","Garcon Point CDP"
"12","Florida","25475","Garden Grove CDP"
"12","Florida","25550","Gardner CDP"
"12","Florida","25655","Gateway CDP"
"12","Florida","25750","Geneva CDP"
"12","Florida","25900","Gibsonton CDP"
"12","Florida","25925","Gifford CDP"
"12","Florida","25987","Gladeview CDP"
"12","Florida","26000","Glencoe CDP"
"12","Florida","26050","Glen Ridge town"
"12","Florida","26075","Glen St. Mary town"
"12","Florida","26100","Glenvar Heights CDP"
"12","Florida","26250","Golden Beach town"
"12","Florida","26300","Golden Gate CDP"
"12","Florida","26375","Golden Glades CDP"
"12","Florida","26475","Goldenrod CDP"
"12","Florida","26550","Golf village"
"12","Florida","26700","Gonzalez CDP"
"12","Florida","26775","Goodland CDP"
"12","Florida","26900","Gotha CDP"
"12","Florida","26925","Goulding CDP"
"12","Florida","26950","Goulds CDP"
"12","Florida","27000","Graceville city"
"12","Florida","27175","Grand Ridge town"
"12","Florida","27256","Grant-Valkaria town"
"12","Florida","27322","Greenacres city"
"12","Florida","27360","Greenbriar CDP"
"12","Florida","27400","Green Cove Springs city"
"12","Florida","27550","Greensboro town"
"12","Florida","27575","Greenville town"
"12","Florida","27600","Greenwood town"
"12","Florida","27635","Grenelefe CDP"
"12","Florida","27650","Gretna city"
"12","Florida","27775","Grove City CDP"
"12","Florida","27800","Groveland city"
"12","Florida","28000","Gulf Breeze city"
"12","Florida","28050","Gulf Gate Estates CDP"
"12","Florida","28175","Gulfport city"
"12","Florida","28275","Gulf Stream town"
"12","Florida","28305","Gun Club Estates CDP"
"12","Florida","28400","Haines City city"
"12","Florida","28452","Hallandale Beach city"
"12","Florida","28575","Hampton city"
"12","Florida","28650","Harbor Bluffs CDP"
"12","Florida","28800","Harbour Heights CDP"
"12","Florida","28925","Harlem CDP"
"12","Florida","28937","Harlem Heights CDP"
"12","Florida","29000","Harold CDP"
"12","Florida","29100","Hastings town"
"12","Florida","29150","Havana town"
"12","Florida","29200","Haverhill town"
"12","Florida","29275","Hawthorne city"
"12","Florida","29320","Heathrow CDP"
"12","Florida","29385","Heritage Pines CDP"
"12","Florida","29425","Hernando CDP"
"12","Florida","29437","Hernando Beach CDP"
"12","Florida","30000","Hialeah city"
"12","Florida","30025","Hialeah Gardens city"
"12","Florida","30200","Highland Beach town"
"12","Florida","30225","Highland City CDP"
"12","Florida","30325","Highland Park village"
"12","Florida","30494","High Point CDP"
"12","Florida","30525","High Springs city"
"12","Florida","30700","Hillcrest Heights town"
"12","Florida","30750","Hilliard town"
"12","Florida","30800","Hill 'n Dale CDP"
"12","Florida","30850","Hillsboro Beach town"
"12","Florida","30858","Hillsboro Pines CDP"
"12","Florida","30975","Hobe Sound CDP"
"12","Florida","31025","Holden Heights CDP"
"12","Florida","31075","Holiday CDP"
"12","Florida","31275","Holley CDP"
"12","Florida","31350","Holly Hill city"
"12","Florida","32000","Hollywood city"
"12","Florida","32150","Holmes Beach city"
"12","Florida","32250","Homeland CDP"
"12","Florida","32275","Homestead city"
"12","Florida","32325","Homestead Base CDP"
"12","Florida","32375","Homosassa CDP"
"12","Florida","32400","Homosassa Springs CDP"
"12","Florida","32610","Horizon West CDP"
"12","Florida","32650","Horseshoe Beach town"
"12","Florida","32675","Hosford CDP"
"12","Florida","32775","Howey-in-the-Hills town"
"12","Florida","32825","Hudson CDP"
"12","Florida","32967","Hunters Creek CDP"
"12","Florida","32993","Hutchinson Island South CDP"
"12","Florida","33150","Hypoluxo town"
"12","Florida","33250","Immokalee CDP"
"12","Florida","33375","Indialantic town"
"12","Florida","33425","Indian Creek village"
"12","Florida","33450","Indian Harbour Beach city"
"12","Florida","33585","Indian River Estates CDP"
"12","Florida","33600","Indian River Shores town"
"12","Florida","33625","Indian Rocks Beach city"
"12","Florida","33675","Indian Shores town"
"12","Florida","33700","Indiantown CDP"
"12","Florida","33800","Inglis town"
"12","Florida","33900","Interlachen town"
"12","Florida","33950","Inverness city"
"12","Florida","33958","Inverness Highlands North CDP"
"12","Florida","33966","Inverness Highlands South CDP"
"12","Florida","34000","Inwood CDP"
"12","Florida","34012","Iona CDP"
"12","Florida","34132","Islamorada, Village of Islands village"
"12","Florida","34175","Islandia city"
"12","Florida","34185","Island Walk CDP"
"12","Florida","34275","Istachatta CDP"
